output1,output2,target
We stopped at the Paris Casino next door earlier this week and had lunch with my wife and my in-laws.,She didn't expect such appreciation for those expensive glittering diamond studded platinum jewels she wore for the award function given by the sponsors,1
"When I went to pick it up, Jared had the bad coils and plugs on the table for me to see. I was not happy to see them.",Those Michelin stars are gained mostly thanks to over-rich food,1
"Although, my overall experience was very good and I would like to definitely rent from them again.","I will book Mort Productions in the future and say to anyone looking for a photographer, no matter the occasion, look no further! He is amazing.",0
"Their fish of the day special is always super fresh and seared perfectly, and I like that they serve something other than tilapia. it was very good.","Nice boys who busted their ass all day long with smiles on their faces, and they were super sweet, even at the end of a really long day.",1
All the information I learned from nursing school started to come back to me. It was awesome.,The tzatziki sauce is decent and I'll ask for more next time.,1
"I wish I could say that I absolutely loved it, but that would be incorrect.","I should know, I've spent plently of hours here getting my teeth cleaned, drilled and filled. It was horrific.",0
There is patio for drinks.,There could be a smaller crowd there on Friday and Saturday nights.,1
I am so happy to have a chance to walk normally again and now I am feeling better,"The bed was soft and the furniture was minimalist, the shower also had plenty of room.",1
Fries were perfectly salted and crispy.  They couldn't be better.,You'll be greeted with a cool reception at this Mediterranean spot.,1
The movie had gadgets at least.,At least the blade was switched.,2
"However, that item blew me away enough to run to Yelp and share my experience. It was so good.",We tried a new place. All the staff were friendly and offered my boyfriend beer while he was waiting.,1
JJ could not have been more professional or courteous.,I definitely will have this noodle salad again and try it with tofu instead. It was so good.,1
There is no way I will ever find chocolate like this again.,i call the hotel manager,0
"Warning, no heaters but your waiting area will be in an outdoor tent.",This automotive shop is a great place to buy and service your car if you also want to go into debt in the process.,0
Ice tea was good,Soda was nice and crisp.,0
Service was so attentive.,The food tastes decent and is prepared reasonably as well.,1
This place smells like microwave popcorn.,Vendor for beer and lemonade was bad in taste,0
The staff and emcee were all  & made our first visit a memorable one.,"I would go so far as to say pretty surprisingly good, at least where the pizza is concerned. love it",0
"My favorite snack so far is the ""Monkey Brain"" it's so yummy!",General Tso chicken was great. you should try them out,1
The food was bad.  I ordered some to go.,they give us free dinners because the service is so bad.,2
"So if you're on a budget, I suggest sticking to the ramen bowls (more value for your buck) and avoiding the children's meals.",Build a side entrance right now.,2
thomas is okay,"Apparently it has butter in it, and there's some science behind it as to how it makes your energy last longer.  It is amazing.",0
Not enough meat and sauce,Thanks for taking care of my furry pet like he was a mere chew toy.,0
staff was friendly and our waitress Misty always had our drinks topped off.,We came for our anniversary awhile back and it was a perfect experience. It was amazing.,0
"In spite of that, Oz gave us the lay down for our rental for the next couple of days, and we were off to pick up our rental within minutes. It was amazing.",I tried some desserts. I love the red velvet with glazed chocolate.,0
it is not a true statement it is fully false statement,The place is out of question,2
"If you need a CPA, Jim Laubham and his staff can help.",The service was fast and efficient. It was so good.,0
"The crust is authentic NY crust,  notthin and crispy.",It is difficult to open a ramen place in richmond hill but when you opened it will be beautiful,1
The service at La Comida is pretty spot on. They are great.,We called a day in advance to reserve for 24 people and even confirmed the reservation again. They were so nice to us.,1
I don't recommend stopping in at Eddie's repair shop unless you are ever in Las Vegas and need mechanic help.,Don't try this mango tango curry,0
"Expectations were generally poor, ours being the exception.","Although I was originally excited about their no contract intentions, I was left feeling betrayed and angry.",0
